"id","question","tc1","tc2","tc3","tc4","tc5","company","difficulty","category","hint"
"235","Lowest Common Ancestor of a Binary Search Tree","root=[6,2,8,0,4,7,9,null,null,3,5], p=2, q=8, output=6","root=[6,2,8], p=2, q=8, output=6","root=[2,1], p=2, q=1, output=2","root=[2,1,3], p=1, q=3, output=2","root=[6,2,8,0,4], p=2, q=4, output=2","Google, Amazon","Easy","Tree, DFS","Use BST properties to find LCA."
"236","Lowest Common Ancestor of a Binary Tree","root=[3,5,1,6,2,0,8,null,null,7,4], p=5, q=1, output=3","root=[3,5,1], p=5, q=1, output=3","root=[1,2], p=1, q=2, output=1","root=[1,2,3], p=2, q=3, output=1","root=[3,5,1,6,2], p=5, q=2, output=3","Google, Amazon","Medium","Tree, DFS","Find paths to p and q, then find common ancestor."
"237","Delete Node in a Linked List","node=4->5->1->9, node=5, output=4->1->9","node=4->5->1->9, node=1, output=4->5->9","node=1->2, node=1, output=2","node=1->2->3, node=2, output=1->3","node=1->2->3->4, node=3, output=1->2->4","Google, Amazon","Easy","Linked List","Copy next node’s value and delete next node."
"238","Product of Array Except Self","nums=[1,2,3,4], output=[24,12,8,6]","nums=[-1,1], output=[1,-1]","nums=[1,2], output=[2,1]","nums=[0,1], output=[1,0]","nums=[2,3,4], output=[12,8,6]","Google, Amazon","Medium","Array","Compute products of left and right parts."
"239","Sliding Window Maximum","nums=[1,3,-1,-3,5,3,6,7], k=3, output=[3,3,5,5,6,7]","nums=[1], k=1, output=[1]","nums=[1,2], k=2, output=[2]","nums=[7,2,4], k=2, output=[7,4]","nums=[1,2,3], k=3, output=[3]","Google, Amazon","Hard","Array, Sliding Window, Deque","Use a deque to track maximums in the window."
"240","Search a 2D Matrix II","matrix=[[1,4,7,11,15],[2,5,8,12,19],[3,6,9,16,22],[10,13,14,17,24],[18,21,23,26,30]], target=5, output=true","matrix=[[1,4,7],[2,5,8],[3,6,9]], target=20, output=false","matrix=[[1]], target=1, output=true","matrix=[[1,2]], target=2, output=true","matrix=[[1],[2]], target=2, output=true","Google, Amazon","Medium","Array, Binary Search","Search from top-right corner to leverage sorted properties."
"241","Different Ways to Add Parentheses","expression='2-1-1', output=[0,2]","expression='2*3-4*5', output=[-34,-14,-10,-10,10]","expression='1', output=[1]","expression='2+3', output=[5]","expression='2*3', output=[6]","Google, Amazon","Medium","Divide and Conquer","Recursively split expression at operators."
"242","Valid Anagram","s='anagram', t='nagaram', output=true","s='rat', t='car', output=false","s='a', t='a', output=true","s='ab', t='ba', output=true","s='aacc', t='ccac', output=false","Google, Amazon","Easy","String, Hash Table","Compare character frequencies using hash map or sorting."
"243","Shortest Word Distance","words=['practice','makes','perfect','coding','makes'], word1='coding', word2='practice', output=3","words=['practice','makes','perfect','coding','makes'], word1='makes', word2='coding', output=1","words=['a','b'], word1='a', word2='b', output=1","words=['a','a','b'], word1='a', word2='b', output=1","words=['a','b','c'], word1='a', word2='c', output=2","Google, Amazon","Easy","Array","Track indices of words and find minimum distance."
"244","Shortest Word Distance II","ops=['WordDistance','shortest','shortest'], args=[['practice','makes','perfect','coding','makes'],['coding','practice'],['makes','coding']], output=[null,3,1]","ops=['WordDistance','shortest'], args=[['a','b'],['a','b']], output=[null,1]","ops=['WordDistance','shortest'], args=[['a','a','b'],['a','b']], output=[null,1]","ops=['WordDistance','shortest'], args=[['a','b','c'],['a','c']], output=[null,2]","ops=['WordDistance','shortest'], args=[['coding','coding','coding'],['coding','coding']], output=[null,1]","Google, Amazon","Medium","Hash Table, Design","Store word indices in a hash map for efficient distance queries."
"245","Shortest Word Distance III","words=['practice','makes','perfect','coding','makes'], word1='makes', word2='makes', output=1","words=['practice','makes','perfect','coding','makes'], word1='coding', word2='practice', output=3","words=['a','a'], word1='a', word2='a', output=1","words=['a','b'], word1='a', word2='b', output=1","words=['a','a','b'], word1='a', word2='b', output=1","Google, Amazon","Medium","Array","Handle case where word1 equals word2 in distance calculation."
"246","Strobogrammatic Number","num='69', output=true","num='88', output=true","num='962', output=false","num='1', output=true","num='25', output=false","Google, Amazon","Easy","String, Two Pointers","Check if number is valid when rotated 180 degrees."
